word	year	occurences	books
Airscrew	1834	1	1
Airscrew	1915	4	4
Airscrew	1917	29	6
Airscrew	1918	34	9
Airscrew	1919	4	2
Airscrew	1920	1041	25
Airscrew	1921	1	1
Airscrew	1922	14	5
Airscrew	1923	9	5
Airscrew	1924	11	6
Airscrew	1925	14	2
Airscrew	1926	14	6
Airscrew	1927	18	7
Airscrew	1928	14	6
Airscrew	1929	15	4
Airscrew	1930	81	9
Airscrew	1931	28	6
Airscrew	1932	34	11
Airscrew	1933	17	5
Airscrew	1934	45	11
Airscrew	1935	44	14
Airscrew	1936	89	17
Airscrew	1937	37	12
Airscrew	1938	30	6
Airscrew	1939	193	17
Airscrew	1940	209	27
Airscrew	1941	270	38
Airscrew	1942	183	25
Airscrew	1943	121	28
Airscrew	1944	61	27
Airscrew	1945	84	22
Airscrew	1946	37	25
Airscrew	1947	190	32
Airscrew	1948	94	17
Airscrew	1949	37	17
Airscrew	1950	54	21
Airscrew	1951	45	15
Airscrew	1952	58	27
Airscrew	1953	37	19
Airscrew	1954	13	11
Airscrew	1955	27	10
Airscrew	1956	106	22
Airscrew	1957	21	10
Airscrew	1958	40	13
Airscrew	1959	55	20
Airscrew	1960	17	10
Airscrew	1961	35	22
Airscrew	1962	26	17
Airscrew	1963	134	17
Airscrew	1964	32	11
Airscrew	1965	44	21
Airscrew	1966	38	20
Airscrew	1967	28	17
Airscrew	1968	35	15
Airscrew	1969	7	7
Airscrew	1970	33	18
Airscrew	1971	14	12
Airscrew	1972	12	10
Airscrew	1973	36	15
Airscrew	1974	35	21
Airscrew	1975	58	30
Airscrew	1976	78	20
Airscrew	1977	23	13
Airscrew	1978	29	25
Airscrew	1979	40	20
Airscrew	1980	56	25
Airscrew	1981	16	13
Airscrew	1982	31	18
Airscrew	1983	20	17
Airscrew	1984	20	12
Airscrew	1985	31	16
Airscrew	1986	25	12
Airscrew	1987	14	8
Airscrew	1988	28	17
Airscrew	1989	17	10
Airscrew	1990	17	14
Airscrew	1991	20	13
Airscrew	1992	14	11
Airscrew	1993	16	9
Airscrew	1994	31	15
Airscrew	1995	16	9
Airscrew	1996	16	9
Airscrew	1997	17	14
Airscrew	1998	20	15
Airscrew	1999	18	11
Airscrew	2000	14	9
Airscrew	2001	9	6
Airscrew	2002	40	20
Airscrew	2003	18	18
Airscrew	2004	16	12
Airscrew	2005	40	17
Airscrew	2006	37	16
Airscrew	2007	14	10
Airscrew	2008	78	18
Automotive	1600	1	1
Automotive	1746	1	1
Automotive	1854	1	1
Automotive	1873	1	1
Automotive	1881	1	1
Automotive	1885	6	2
Automotive	1893	53	5
Automotive	1895	1	1
Automotive	1898	1	1
Automotive	1900	3	3
Automotive	1901	8	3
Automotive	1906	5	2
Automotive	1907	1	1
Automotive	1911	13	5
Automotive	1912	1	1
Automotive	1913	1	1
Automotive	1914	1	1
Automotive	1915	1	1
Automotive	1916	4	3
Automotive	1917	30	28
Automotive	1918	176	67
Automotive	1919	403	82
Automotive	1920	444	99
Automotive	1921	862	135
Automotive	1922	501	140
Automotive	1923	505	115
Automotive	1924	539	117
Automotive	1925	1004	170
Automotive	1926	571	166
Automotive	1927	602	172
Automotive	1928	625	156
Automotive	1929	601	181
Automotive	1930	880	181
Automotive	1931	767	212
Automotive	1932	658	189
Automotive	1933	473	157
Automotive	1934	580	167
Automotive	1935	558	199
Automotive	1936	784	239
Automotive	1937	747	227
Automotive	1938	826	237
Automotive	1939	850	280
Automotive	1940	1160	283
Automotive	1941	1431	293
Automotive	1942	1427	304
Automotive	1943	1003	304
Automotive	1944	1078	247
Automotive	1945	1029	274
Automotive	1946	1179	334
Automotive	1947	1411	376
Automotive	1948	1614	384
Automotive	1949	1747	434
Automotive	1950	2056	442
Automotive	1951	2164	442
Automotive	1952	1648	357
Automotive	1953	1343	361
Automotive	1954	2427	431
Automotive	1955	2138	467
Automotive	1956	1606	414
Automotive	1957	1633	436
Automotive	1958	1422	409
Automotive	1959	2477	521
Automotive	1960	2216	477
Automotive	1961	1889	502
Automotive	1962	1896	579
Automotive	1963	2553	638
Automotive	1964	1975	623
Automotive	1965	2157	604
Automotive	1966	2743	653
Automotive	1967	2964	807
Automotive	1968	2736	824
Automotive	1969	2765	779
Automotive	1970	3810	868
Automotive	1971	5083	993
Automotive	1972	4303	1024
Automotive	1973	3915	1109
Automotive	1974	4018	1039
Automotive	1975	4138	1127
Automotive	1976	5728	1175
Automotive	1977	4252	1112
Automotive	1978	5092	1087
Automotive	1979	5115	1236
Automotive	1980	4615	1414
Automotive	1981	6565	1289
Automotive	1982	5782	1371
Automotive	1983	5896	1455
Automotive	1984	6242	1612
Automotive	1985	6274	1601
Automotive	1986	7063	1634
Automotive	1987	9977	1658
Automotive	1988	7876	1845
Automotive	1989	8015	1990
Automotive	1990	9872	2216
Automotive	1991	9527	2076
Automotive	1992	11759	2420
Automotive	1993	12215	2330
Automotive	1994	12737	2585
Automotive	1995	12614	2592
Automotive	1996	11849	2426
Automotive	1997	10509	2591
Automotive	1998	13304	2692
Automotive	1999	13496	2903
Automotive	2000	13712	3095
Automotive	2001	17221	3311
Automotive	2002	15408	3524
Automotive	2003	16944	3815
Automotive	2004	17319	3808
Automotive	2005	17815	3953
Automotive	2006	16706	3917
Automotive	2007	15988	3881
Automotive	2008	14913	3543
Angry	1563	1	1
Angry	1590	2	2
Angry	1592	1	1
Angry	1607	1	1
Angry	1625	6	1
Angry	1635	2	2
Angry	1638	1	1
Angry	1644	2	1
Angry	1645	1	1
Angry	1651	2	2
Angry	1673	1	1
Angry	1676	1	1
Angry	1680	3	1
Angry	1681	2	2
Angry	1682	1	1
Angry	1683	2	2
Angry	1684	2	2
Angry	1685	2	2
Angry	1686	2	1
Angry	1689	2	2
Angry	1690	2	2
Angry	1692	12	4
Angry	1693	3	3
Angry	1694	9	4
Angry	1695	5	4
Angry	1696	3	3
Angry	1697	2	1
Angry	1698	6	4
Angry	1699	2	2
Angry	1700	12	8
Angry	1701	14	10
Angry	1702	21	6
Angry	1703	11	8
Angry	1704	13	11
Angry	1705	15	11
Angry	1706	19	13
Angry	1707	12	9
Angry	1708	15	5
Angry	1709	19	12
Angry	1710	25	15
Angry	1711	12	9
Angry	1712	14	10
Angry	1713	19	11
Angry	1714	14	12
Angry	1715	17	6
Angry	1716	7	6
Angry	1717	5	5
Angry	1718	60	4
Angry	1719	6	6
Angry	1720	29	14
Angry	1721	3	2
Angry	1722	14	9
Angry	1723	5	3
Angry	1724	32	12
Angry	1725	8	4
Angry	1726	9	9
Angry	1727	9	8
Angry	1728	17	5
Angry	1729	11	9
Angry	1730	6	6
Angry	1731	11	6
Angry	1732	16	11
Angry	1733	4	3
Angry	1734	26	11
Angry	1735	4	2
Angry	1736	2	2
Angry	1737	9	6
Angry	1738	34	8
Angry	1739	4	3
Angry	1740	13	6
Angry	1741	6	5
Angry	1742	8	5
Angry	1743	1	1
Angry	1744	11	10
Angry	1745	6	4
Angry	1746	6	1
Angry	1747	6	5
Angry	1748	3	3
Angry	1750	2	2
Angry	1751	6	6
Angry	1752	1	1
Angry	1753	3	3
Angry	1754	15	4
Angry	1756	6	6
Angry	1758	4	4
Angry	1760	3	3
Angry	1761	3	3
Angry	1762	4	4
Angry	1763	1	1
Angry	1764	2	2
Angry	1765	3	2
Angry	1766	5	3
Angry	1767	2	2
Angry	1768	2	2
Angry	1770	1	1
Angry	1771	3	3
Angry	1774	3	3
Angry	1775	4	2
Angry	1777	1	1
Angry	1778	3	3
Angry	1779	2	1
Angry	1781	1	1
Angry	1782	12	10
Angry	1783	6	2
Angry	1784	5	5
Angry	1785	4	3
Angry	1786	5	3
Angry	1787	2	2
Angry	1788	12	10
Angry	1789	7	6
Angry	1790	4	4
Angry	1791	15	14
Angry	1792	10	8
Angry	1793	5	3
Angry	1794	17	15
Angry	1795	8	8
Angry	1796	17	17
Angry	1797	3	3
Angry	1798	10	7
Angry	1799	6	6
Angry	1800	17	16
Angry	1801	13	11
Angry	1802	8	7
Angry	1803	12	11
Angry	1804	21	15
Angry	1805	21	8
Angry	1806	27	24
Angry	1807	29	28
Angry	1808	23	23
Angry	1809	24	24
Angry	1810	19	16
Angry	1811	26	24
Angry	1812	23	17
Angry	1813	27	23
Angry	1814	45	37
Angry	1815	28	27
Angry	1816	33	28
Angry	1817	24	22
Angry	1818	43	32
Angry	1819	23	20
Angry	1820	26	25
Angry	1821	40	34
Angry	1822	55	41
Angry	1823	75	62
Angry	1824	44	34
Angry	1825	59	45
Angry	1826	54	40
Angry	1827	72	52
Angry	1828	49	42
Angry	1829	30	28
Angry	1830	43	42
Angry	1831	43	35
Angry	1832	59	51
Angry	1833	72	68
Angry	1834	41	39
Angry	1835	71	61
Angry	1836	78	55
Angry	1837	49	49
Angry	1838	65	58
Angry	1839	92	83
Angry	1840	63	53
Angry	1841	122	79
Angry	1842	54	47
Angry	1843	69	59
Angry	1844	264	97
Angry	1845	86	78
Angry	1846	165	130
Angry	1847	125	107
Angry	1848	139	115
Angry	1849	114	94
Angry	1850	137	114
Angry	1851	130	110
Angry	1852	171	146
Angry	1853	193	154
Angry	1854	180	138
Angry	1855	165	145
Angry	1856	192	171
Angry	1857	149	140
Angry	1858	150	134
Angry	1859	176	140
Angry	1860	254	211
Angry	1861	164	126
Angry	1862	114	98
Angry	1863	108	95
Angry	1864	166	145
Angry	1865	150	128
Angry	1866	207	181
Angry	1867	215	166
Angry	1868	168	144
Angry	1869	206	157
Angry	1870	169	141
Angry	1871	161	136
Angry	1872	136	124
Angry	1873	178	160
Angry	1874	207	163
Angry	1875	253	208
Angry	1876	200	182
Angry	1877	241	205
Angry	1878	227	180
Angry	1879	224	198
Angry	1880	266	233
Angry	1881	222	198
Angry	1882	304	265
Angry	1883	323	284
Angry	1884	298	252
Angry	1885	350	289
Angry	1886	298	213
Angry	1887	303	261
Angry	1888	271	244
Angry	1889	231	205
Angry	1890	289	237
Angry	1891	303	250
Angry	1892	277	244
Angry	1893	201	181
Angry	1894	302	249
Angry	1895	306	241
Angry	1896	707	301
Angry	1897	414	335
Angry	1898	376	317
Angry	1899	528	450
Angry	1900	549	392
Angry	1901	475	392
Angry	1902	475	400
Angry	1903	418	368
Angry	1904	596	458
Angry	1905	478	396
Angry	1906	474	338
Angry	1907	461	377
Angry	1908	471	336
Angry	1909	503	367
Angry	1910	502	416
Angry	1911	484	352
Angry	1912	487	395
Angry	1913	423	339
Angry	1914	480	351
Angry	1915	346	263
Angry	1916	367	284
Angry	1917	385	295
Angry	1918	342	265
Angry	1919	366	299
Angry	1920	462	348
Angry	1921	441	330
Angry	1922	465	325
Angry	1923	373	306
Angry	1924	373	289
Angry	1925	446	297
Angry	1926	416	279
Angry	1927	440	331
Angry	1928	399	325
Angry	1929	440	321
Angry	1930	445	358
Angry	1931	419	344
Angry	1932	380	305
Angry	1933	310	245
Angry	1934	776	296
Angry	1935	386	274
Angry	1936	375	322
Angry	1937	485	375
Angry	1938	415	319
Angry	1939	449	331
Angry	1940	479	346
Angry	1941	368	247
Angry	1942	341	242
Angry	1943	305	237
Angry	1944	342	252
Angry	1945	359	267
Angry	1946	427	307
Angry	1947	487	394
Angry	1948	536	395
Angry	1949	557	406
Angry	1950	641	477
Angry	1951	579	444
Angry	1952	670	470
Angry	1953	557	448
Angry	1954	657	498
Angry	1955	702	522
Angry	1956	797	517
Angry	1957	954	654
Angry	1958	1013	615
Angry	1959	1031	677
Angry	1960	1364	837
Angry	1961	1513	947
Angry	1962	1456	973
Angry	1963	2048	1098
Angry	1964	1839	1079
Angry	1965	1842	1165
Angry	1966	2036	1242
Angry	1967	2185	1368
Angry	1968	2318	1482
Angry	1969	2265	1524
Angry	1970	2441	1653
Angry	1971	2790	1655
Angry	1972	2721	1768
Angry	1973	2625	1621
Angry	1974	2676	1730
Angry	1975	2613	1610
Angry	1976	2685	1768
Angry	1977	3099	1900
Angry	1978	2876	1851
Angry	1979	3095	1935
Angry	1980	4058	2109
Angry	1981	3598	2190
Angry	1982	4341	2324
Angry	1983	3774	2364
Angry	1984	4226	2530
Angry	1985	4242	2554
Angry	1986	4840	2917
Angry	1987	4768	3029
Angry	1988	5286	3258
Angry	1989	5632	3488
Angry	1990	5967	3851
Angry	1991	6591	3938
Angry	1992	7092	4377
Angry	1993	7634	4474
Angry	1994	8059	4932
Angry	1995	8179	4851
Angry	1996	8760	5246
Angry	1997	9664	5563
Angry	1998	9397	5655
Angry	1999	10187	6105
Angry	2000	12009	7231
Angry	2001	12230	7281
Angry	2002	14192	8205
Angry	2003	15341	9064
Angry	2004	16193	9626
Angry	2005	17049	9605
Angry	2006	17120	9797
Angry	2007	17359	9969
Angry	2008	18418	11878
ASPX	1936	1	1
ASPX	1959	1	1
ASPX	1972	1	1
ASPX	1980	2	1
ASPX	1981	1	1
ASPX	1992	2	2
ASPX	1995	1	1
ASPX	1996	3	2
ASPX	1997	5	5
ASPX	1998	3	2
ASPX	1999	36	5
ASPX	2000	7	6
ASPX	2001	301	43
ASPX	2002	2324	148
ASPX	2003	1764	116
ASPX	2004	786	81
ASPX	2005	648	86
ASPX	2006	1268	100
ASPX	2007	1045	138
ASPX	2008	1813	112
Actionscript	2000	4	4
Actionscript	2001	5	5
Actionscript	2002	47	33
Actionscript	2003	152	13
Actionscript	2004	34	16
Actionscript	2005	38	12
Actionscript	2006	85	25
Actionscript	2007	59	35
Actionscript	2008	53	22
Automobile	1600	1	1
Automobile	1766	1	1
Automobile	1811	1	1
Automobile	1834	2	1
Automobile	1835	6	2
Automobile	1838	3	1
Automobile	1854	11	5
Automobile	1862	1	1
Automobile	1873	3	1
Automobile	1877	1	1
Automobile	1879	5	3
Automobile	1880	1	1
Automobile	1881	8	2
Automobile	1882	6	1
Automobile	1884	10	3
Automobile	1885	49	6
Automobile	1886	2	2
Automobile	1887	1	1
Automobile	1888	7	4
Automobile	1889	8	5
Automobile	1890	2	2
Automobile	1891	11	4
Automobile	1892	10	6
Automobile	1893	105	8
Automobile	1894	12	7
Automobile	1895	1	1
Automobile	1896	47	13
Automobile	1897	22	13
Automobile	1898	98	28
Automobile	1899	76	46
Automobile	1900	419	105
Automobile	1901	287	89
Automobile	1902	803	154
Automobile	1903	512	159
Automobile	1904	658	188
Automobile	1905	963	245
Automobile	1906	1204	292
Automobile	1907	2121	321
Automobile	1908	1614	438
Automobile	1909	1759	423
Automobile	1910	2853	447
Automobile	1911	3229	515
Automobile	1912	4991	633
Automobile	1913	2269	556
Automobile	1914	2468	598
Automobile	1915	2715	594
Automobile	1916	3257	701
Automobile	1917	4137	761
Automobile	1918	3885	652
Automobile	1919	3667	758
Automobile	1920	3421	848
Automobile	1921	4530	825
Automobile	1922	6362	1114
Automobile	1923	3294	663
Automobile	1924	3446	695
Automobile	1925	3015	732
Automobile	1926	2924	759
Automobile	1927	3967	884
Automobile	1928	4100	806
Automobile	1929	4209	849
Automobile	1930	3402	1011
Automobile	1931	4652	979
Automobile	1932	2926	795
Automobile	1933	2863	749
Automobile	1934	3584	857
Automobile	1935	4636	956
Automobile	1936	3645	1010
Automobile	1937	4995	1107
Automobile	1938	4069	1147
Automobile	1939	4344	1109
Automobile	1940	5354	1226
Automobile	1941	5289	1148
Automobile	1942	4327	1151
Automobile	1943	3053	796
Automobile	1944	2370	658
Automobile	1945	3815	797
Automobile	1946	3360	946
Automobile	1947	5826	1172
Automobile	1948	5151	1260
Automobile	1949	5259	1337
Automobile	1950	6035	1263
Automobile	1951	5393	1295
Automobile	1952	6042	1247
Automobile	1953	4356	1161
Automobile	1954	8051	1265
Automobile	1955	6049	1323
Automobile	1956	5604	1411
Automobile	1957	6787	1441
Automobile	1958	6065	1410
Automobile	1959	6922	1526
Automobile	1960	6594	1669
Automobile	1961	7413	1764
Automobile	1962	6184	1845
Automobile	1963	7455	1943
Automobile	1964	7594	1961
Automobile	1965	10694	2225
Automobile	1966	8863	2219
Automobile	1967	8994	2320
Automobile	1968	9293	2491
Automobile	1969	10042	2407
Automobile	1970	9485	2566
Automobile	1971	13319	2769
Automobile	1972	11617	2939
Automobile	1973	10831	2892
Automobile	1974	12554	3057
Automobile	1975	12100	2984
Automobile	1976	10700	3060
Automobile	1977	11475	3053
Automobile	1978	9455	2858
Automobile	1979	12129	3045
Automobile	1980	10861	3189
Automobile	1981	11987	3036
Automobile	1982	12090	3412
Automobile	1983	11889	3292
Automobile	1984	13359	3550
Automobile	1985	12804	3709
Automobile	1986	13873	3754
Automobile	1987	15556	3813
Automobile	1988	13962	3877
Automobile	1989	14768	4256
Automobile	1990	16542	4592
Automobile	1991	15928	4378
Automobile	1992	17681	4815
Automobile	1993	16236	4793
Automobile	1994	20227	5125
Automobile	1995	21004	5209
Automobile	1996	18858	5238
Automobile	1997	17907	5404
Automobile	1998	19733	5525
Automobile	1999	19098	5666
Automobile	2000	21436	5968
Automobile	2001	25385	6219
Automobile	2002	21207	6280
Automobile	2003	23377	6710
Automobile	2004	22288	6631
Automobile	2005	22776	6593
Automobile	2006	20932	6545
Automobile	2007	23297	6565
Automobile	2008	20871	6525
Applet	1708	1	1
Applet	1718	2	2
Applet	1724	1	1
Applet	1739	1	1
Applet	1744	1	1
Applet	1745	1	1
Applet	1753	1	1
Applet	1756	1	1
Applet	1759	1	1
Applet	1761	1	1
Applet	1766	2	2
Applet	1768	1	1
Applet	1771	1	1
Applet	1777	1	1
Applet	1783	1	1
Applet	1788	1	1
Applet	1795	1	1
Applet	1797	2	2
Applet	1798	1	1
Applet	1803	2	2
Applet	1804	1	1
Applet	1805	2	2
Applet	1806	1	1
Applet	1808	1	1
Applet	1809	1	1
Applet	1810	1	1
Applet	1811	1	1
Applet	1812	1	1
Applet	1813	1	1
Applet	1814	4	4
Applet	1816	2	1
Applet	1817	3	3
Applet	1818	1	1
Applet	1824	4	3
Applet	1825	2	2
Applet	1826	1	1
Applet	1827	1	1
Applet	1829	1	1
Applet	1830	2	2
Applet	1831	5	4
Applet	1832	1	1
Applet	1833	1	1
Applet	1834	3	3
Applet	1839	4	4
Applet	1842	6	4
Applet	1843	6	5
Applet	1844	3	3
Applet	1845	16	10
Applet	1846	13	10
Applet	1847	7	5
Applet	1848	9	6
Applet	1849	2	2
Applet	1850	3	3
Applet	1851	7	4
Applet	1852	1	1
Applet	1853	5	2
Applet	1854	5	5
Applet	1855	9	8
Applet	1856	10	8
Applet	1857	6	6
Applet	1858	7	5
Applet	1859	4	2
Applet	1860	2	2
Applet	1863	12	5
Applet	1864	3	2
Applet	1865	5	5
Applet	1866	2	2
Applet	1867	2	2
Applet	1868	1	1
Applet	1870	3	3
Applet	1871	4	4
Applet	1872	3	3
Applet	1873	5	4
Applet	1874	10	9
Applet	1875	3	3
Applet	1876	5	5
Applet	1877	7	7
Applet	1878	8	8
Applet	1879	2	2
Applet	1880	1	1
Applet	1881	8	7
Applet	1882	7	7
Applet	1883	7	6
Applet	1884	9	8
Applet	1885	11	7
Applet	1886	7	7
Applet	1887	5	5
Applet	1888	4	4
Applet	1889	2	2
Applet	1890	2	2
Applet	1891	14	14
Applet	1892	4	4
Applet	1893	6	5
Applet	1894	6	5
Applet	1895	10	8
Applet	1896	5	5
Applet	1897	10	10
Applet	1898	9	5
Applet	1899	12	11
Applet	1900	12	11
Applet	1901	9	9
Applet	1902	10	9
Applet	1903	3	3
Applet	1904	8	8
Applet	1905	10	9
Applet	1906	18	17
Applet	1907	15	15
Applet	1908	14	13
Applet	1909	7	7
Applet	1910	8	7
Applet	1911	8	8
Applet	1912	15	11
Applet	1913	14	11
Applet	1914	10	10
Applet	1915	20	17
Applet	1916	21	17
Applet	1917	9	7
Applet	1918	17	17
Applet	1919	8	8
Applet	1920	27	17
Applet	1921	21	18
Applet	1922	18	16
Applet	1923	21	18
Applet	1924	17	15
Applet	1925	26	17
Applet	1926	21	13
Applet	1927	17	16
Applet	1928	20	18
Applet	1929	19	13
Applet	1930	40	29
Applet	1931	33	27
Applet	1932	21	20
Applet	1933	17	15
Applet	1934	27	19
Applet	1935	19	16
Applet	1936	31	27
Applet	1937	33	26
Applet	1938	31	29
Applet	1939	51	40
Applet	1940	25	21
Applet	1941	44	34
Applet	1942	34	23
Applet	1943	27	24
Applet	1944	29	20
Applet	1945	36	21
Applet	1946	33	26
Applet	1947	57	46
Applet	1948	53	44
Applet	1949	51	42
Applet	1950	54	43
Applet	1951	56	43
Applet	1952	58	45
Applet	1953	50	44
Applet	1954	61	43
Applet	1955	46	35
Applet	1956	48	29
Applet	1957	69	44
Applet	1958	32	29
Applet	1959	52	39
Applet	1960	58	44
Applet	1961	65	42
Applet	1962	46	45
Applet	1963	41	26
Applet	1964	42	36
Applet	1965	62	50
Applet	1966	57	46
Applet	1967	67	54
Applet	1968	56	48
Applet	1969	51	44
Applet	1970	50	42
Applet	1971	56	46
Applet	1972	58	46
Applet	1973	65	55
Applet	1974	53	42
Applet	1975	58	50
Applet	1976	41	37
Applet	1977	40	37
Applet	1978	39	33
Applet	1979	37	35
Applet	1980	29	27
Applet	1981	45	36
Applet	1982	32	30
Applet	1983	32	31
Applet	1984	42	37
Applet	1985	29	27
Applet	1986	33	28
Applet	1987	48	41
Applet	1988	29	22
Applet	1989	24	22
Applet	1990	43	40
Applet	1991	37	35
Applet	1992	55	36
Applet	1993	101	41
Applet	1994	68	56
Applet	1995	337	73
Applet	1996	6385	238
Applet	1997	11922	481
Applet	1998	13074	510
Applet	1999	9671	612
Applet	2000	6175	615
Applet	2001	6861	607
Applet	2002	7310	818
Applet	2003	6304	761
Applet	2004	4188	604
Applet	2005	2907	480
Applet	2006	3009	435
Applet	2007	2822	408
Applet	2008	2128	385
Automation	1820	1	1
Automation	1831	2	2
Automation	1832	1	1
Automation	1834	4	1
Automation	1838	2	2
Automation	1841	3	2
Automation	1846	7	1
Automation	1852	3	1
Automation	1854	1	1
Automation	1857	1	1
Automation	1858	2	2
Automation	1863	1	1
Automation	1864	1	1
Automation	1865	11	3
Automation	1868	1	1
Automation	1879	2	2
Automation	1881	1	1
Automation	1883	7	4
Automation	1884	1	1
Automation	1887	1	1
Automation	1889	3	2
Automation	1891	2	2
Automation	1892	1	1
Automation	1893	2	2
Automation	1894	1	1
Automation	1896	1	1
Automation	1899	1	1
Automation	1900	1	1
Automation	1901	43	2
Automation	1903	8	2
Automation	1904	1	1
Automation	1906	5	1
Automation	1908	6	1
Automation	1909	1	1
Automation	1910	1	1
Automation	1912	1	1
Automation	1914	1	1
Automation	1918	4	1
Automation	1920	1	1
Automation	1921	4	4
Automation	1922	2	2
Automation	1924	1	1
Automation	1925	2	2
Automation	1926	1	1
Automation	1928	12	3
Automation	1929	3	3
Automation	1930	7	6
Automation	1931	3	3
Automation	1932	3	1
Automation	1934	3	2
Automation	1935	2	2
Automation	1936	6	5
Automation	1937	5	3
Automation	1938	3	2
Automation	1939	3	3
Automation	1940	4	3
Automation	1941	7	4
Automation	1942	8	4
Automation	1943	18	3
Automation	1944	46	6
Automation	1945	2	2
Automation	1946	330	39
Automation	1947	12	6
Automation	1948	16	7
Automation	1949	26	10
Automation	1950	21	12
Automation	1951	53	23
Automation	1952	336	15
Automation	1953	147	39
Automation	1954	786	84
Automation	1955	1052	184
Automation	1956	1954	424
Automation	1957	4605	535
Automation	1958	3702	574
Automation	1959	3257	695
Automation	1960	2836	808
Automation	1961	5067	1068
Automation	1962	5946	1159
Automation	1963	6919	1467
Automation	1964	6677	1511
Automation	1965	7620	1796
Automation	1966	8383	1834
Automation	1967	8757	2066
Automation	1968	9803	2122
Automation	1969	8939	1927
Automation	1970	8676	2055
Automation	1971	8850	1975
Automation	1972	7271	1952
Automation	1973	6689	1843
Automation	1974	7140	1639
Automation	1975	7037	1706
Automation	1976	7957	1674
Automation	1977	6573	1728
Automation	1978	5836	1628
Automation	1979	5454	1694
Automation	1980	6617	1840
Automation	1981	7087	1832
Automation	1982	8731	2089
Automation	1983	10457	2169
Automation	1984	14663	2497
Automation	1985	14427	2612
Automation	1986	15012	2810
Automation	1987	20242	2741
Automation	1988	17490	3011
Automation	1989	14545	3000
Automation	1990	17456	3210
Automation	1991	14643	3034
Automation	1992	17131	3336
Automation	1993	15199	3178
Automation	1994	17009	3313
Automation	1995	16637	3125
Automation	1996	17099	3233
Automation	1997	18615	3474
Automation	1998	18491	3405
Automation	1999	21090	3417
Automation	2000	18545	3677
Automation	2001	19380	3892
Automation	2002	21192	4283
Automation	2003	21688	4509
Automation	2004	21388	4438
Automation	2005	21361	4570
Automation	2006	21411	4581
Automation	2007	20741	4443
Automation	2008	18905	3976
Aerospace	1889	1	1
Aerospace	1893	23	3
Aerospace	1900	1	1
Aerospace	1915	1	1
Aerospace	1923	4	3
Aerospace	1929	3	1
Aerospace	1934	1	1
Aerospace	1935	4	2
Aerospace	1936	5	2
Aerospace	1937	3	1
Aerospace	1940	1	1
Aerospace	1941	3	2
Aerospace	1943	1	1
Aerospace	1944	19	2
Aerospace	1946	164	50
Aerospace	1947	3	1
Aerospace	1948	4	4
Aerospace	1949	11	3
Aerospace	1951	46	17
Aerospace	1952	4	1
Aerospace	1953	12	3
Aerospace	1954	7	6
Aerospace	1955	19	4
Aerospace	1956	9	3
Aerospace	1957	97	15
Aerospace	1958	86	16
Aerospace	1959	68	33
Aerospace	1960	411	84
Aerospace	1961	699	203
Aerospace	1962	2342	364
Aerospace	1963	2963	571
Aerospace	1964	2934	715
Aerospace	1965	4248	899
Aerospace	1966	4349	1001
Aerospace	1967	4921	1117
Aerospace	1968	5401	1159
Aerospace	1969	5052	1165
Aerospace	1970	6234	1292
Aerospace	1971	5519	1396
Aerospace	1972	5303	1468
Aerospace	1973	5022	1411
Aerospace	1974	6376	1401
Aerospace	1975	5895	1493
Aerospace	1976	6072	1450
Aerospace	1977	5575	1496
Aerospace	1978	6731	1534
Aerospace	1979	6476	1779
Aerospace	1980	7892	1815
Aerospace	1981	7901	1752
Aerospace	1982	8864	2024
Aerospace	1983	8463	2119
Aerospace	1984	10338	2187
Aerospace	1985	11056	2390
Aerospace	1986	11466	2653
Aerospace	1987	13824	2598
Aerospace	1988	12964	2751
Aerospace	1989	12920	2830
Aerospace	1990	13784	3087
Aerospace	1991	11571	2903
Aerospace	1992	15352	3400
Aerospace	1993	12733	3116
Aerospace	1994	14129	3151
Aerospace	1995	12951	3080
Aerospace	1996	13322	3023
Aerospace	1997	12747	3099
Aerospace	1998	12917	3170
Aerospace	1999	14714	3210
Aerospace	2000	13928	3587
Aerospace	2001	15062	3660
Aerospace	2002	17022	4048
Aerospace	2003	16275	3978
Aerospace	2004	17356	4369
Aerospace	2005	16276	4253
Aerospace	2006	15306	4139
Aerospace	2007	14580	3924
Aerospace	2008	13938	3694
Automobiles	1600	3	1
Automobiles	1827	4	1
Automobiles	1831	1	1
Automobiles	1835	16	2
Automobiles	1838	1	1
Automobiles	1850	1	1
Automobiles	1855	2	1
Automobiles	1862	2	2
Automobiles	1879	1	1
Automobiles	1881	5	1
Automobiles	1885	12	2
Automobiles	1886	3	1
Automobiles	1893	1	1
Automobiles	1896	11	8
Automobiles	1897	6	4
Automobiles	1898	14	8
Automobiles	1899	25	23
Automobiles	1900	159	49
Automobiles	1901	131	55
Automobiles	1902	209	48
Automobiles	1903	175	90
Automobiles	1904	131	84
Automobiles	1905	278	137
Automobiles	1906	359	161
Automobiles	1907	314	141
Automobiles	1908	260	138
Automobiles	1909	421	193
Automobiles	1910	613	235
Automobiles	1911	679	258
Automobiles	1912	750	269
Automobiles	1913	622	340
Automobiles	1914	640	267
Automobiles	1915	839	381
Automobiles	1916	791	433
Automobiles	1917	1091	396
Automobiles	1918	861	417
Automobiles	1919	839	425
Automobiles	1920	1018	442
Automobiles	1921	1020	432
Automobiles	1922	1423	557
Automobiles	1923	786	386
Automobiles	1924	834	417
Automobiles	1925	981	414
